"","subid","condition","trial.num","item","sent.type","truth","resp","agegroup"
"1027","061015-07","none",2,"orange","positive","True",5,"3"
"1028","061015-07","none",3,"plate","positive","False",1,"3"
"1029","061015-07","none",4,"bus","negative","True",1,"3"
"1030","061015-07","none",5,"boat","negative","True",1,"3"
"1031","061015-07","none",6,"cat","negative","True",1,"3"
"1032","061015-07","none",7,"cow","negative","True",1,"3"
"1033","061015-07","none",8,"banana","negative","True",1,"3"
"1034","061015-07","none",9,"truck","negative","False",1,"3"
"1035","061015-07","none",10,"bowl","positive","True",5,"3"
"1036","061015-07","none",11,"apple","negative","False",1,"3"
"1037","061015-07","none",12,"horse","positive","True",5,"3"
"1038","061015-07","none",13,"car","positive","True",5,"3"
"1039","061015-07","none",14,"fork","negative","True",1,"3"
"1040","061015-07","none",15,"spoon","positive","False",1,"3"
"1041","061015-07","none",16,"cookie","negative","True",1,"3"
"1042","061015-09","target",1,"cow","positive","True",4,"3"
"1043","061015-09","target",2,"banana","negative","True",5,"3"
"1044","061015-09","target",3,"cat","positive","False",1,"3"
"1045","061015-09","target",4,"boat","negative","True",4,"3"
"1046","061015-09","target",5,"car","positive","True",4,"3"
"1047","061015-09","target",6,"bowl","positive","True",4,"3"
"1048","061015-09","target",7,"plate","negative","False",5,"3"
"1049","061015-09","target",8,"dog","negative","True",1,"3"
"1050","061015-09","target",9,"cookie","negative","True",5,"3"
"1051","061015-09","target",10,"fork","negative","False",3,"3"
"1052","061015-09","target",11,"horse","positive","True",3,"3"
"1053","061015-09","target",12,"bus","negative","True",5,"3"
"1054","061015-09","target",13,"apple","negative","True",3,"3"
"1055","061015-09","target",14,"truck","negative","True",1,"3"
"1056","061015-09","target",15,"spoon","positive","False",1,"3"
"1057","061015-09","target",16,"orange","negative","True",2,"3"
"1058","061015-11","target",1,"cow","negative","True",5,"3"
"1059","061015-11","target",2,"truck","negative","True",5,"3"
"1060","061015-11","target",3,"bus","positive","False",1,"3"
"1061","061015-11","target",4,"car","negative","True",5,"3"
"1062","061015-11","target",5,"spoon","negative","True",5,"3"
"1063","061015-11","target",6,"apple","negative","True",5,"3"
"1064","061015-11","target",7,"fork","negative","False",1,"3"
"1065","061015-11","target",8,"banana","positive","False",1,"3"
"1066","061015-11","target",9,"dog","negative","True",5,"3"
"1067","061015-11","target",10,"orange","negative","True",5,"3"
"1068","061015-11","target",11,"cookie","positive","True",5,"3"
"1069","061015-11","target",12,"boat","positive","True",5,"3"
"1070","061015-11","target",13,"horse","negative","False",5,"3"
"1071","061015-11","target",14,"plate","positive","True",5,"3"
"1072","061015-11","target",15,"cat","positive","True",5,"3"
"1073","061015-11","target",16,"bowl","negative","True",5,"3"
"1074","061015-12","none",1,"horse","negative","True",1,"3"
"1075","061015-12","none",2,"truck","positive","False",1,"3"
"1076","061015-12","none",3,"bowl","negative","True",2,"3"
"1077","061015-12","none",4,"spoon","positive","False",1,"3"
"1078","061015-12","none",5,"fork","negative","True",2,"3"
"1079","061015-12","none",6,"cookie","negative","True",3,"3"
"1080","061015-12","none",7,"cat","negative","True",5,"3"
"1081","061015-12","none",8,"boat","positive","True",4,"3"
"1082","061015-12","none",9,"dog","negative","False",1,"3"
"1083","061015-12","none",10,"bus","negative","True",1,"3"
"1084","061015-12","none",11,"banana","positive","True",1,"3"
"1085","061015-12","none",12,"orange","negative","True",1,"3"
"1086","061015-12","none",14,"apple","negative","True",1,"3"
"1087","061015-12","none",15,"car","negative","False",3,"3"
"1088","061015-12","none",16,"cow","positive","True",1,"3"
"1089","061115-01","none",1,"spoon","negative","True",5,"3"
"1090","061115-01","none",2,"bowl","negative","True",1,"3"
"1091","061115-01","none",3,"boat","positive","True",4,"3"
"1092","061115-01","none",4,"cow","negative","False",2,"3"
"1093","061115-01","none",5,"apple","negative","True",5,"3"
"1094","061115-01","none",6,"banana","positive","True",1,"3"
"1095","061115-01","none",7,"cookie","negative","True",3,"3"
"1096","061115-01","none",8,"cat","positive","False",2,"3"
"1097","061115-01","none",9,"orange","negative","False",5,"3"
"1098","061115-01","none",10,"plate","positive","True",5,"3"
"1099","061115-01","none",11,"car","positive","True",1,"3"
"1100","061115-01","none",12,"bus","positive","False",2,"3"
"1101","061115-01","none",13,"fork","negative","True",4,"3"
"1102","061115-01","none",14,"dog","negative","True",2,"3"
"1103","061115-01","none",15,"truck","negative","True",4,"3"
"1104","061115-01","none",16,"horse","negative","True",1,"3"
"1105","061115-02","none",1,"spoon","negative","True",2,"3"
"1106","061115-02","none",2,"boat","positive","False",4,"3"
"1107","061115-02","none",3,"truck","positive","False",1,"3"
"1108","061115-02","none",4,"horse","negative","True",1,"3"
"1109","061115-02","none",5,"dog","positive","True",4,"3"
"1110","061115-02","none",6,"plate","negative","False",2,"3"
"1111","061115-02","none",7,"bowl","positive","True",3,"3"
"1112","061115-02","none",8,"cookie","positive","True",2,"3"
"1113","061115-02","none",9,"cat","negative","False",1,"3"
"1114","061115-02","none",10,"car","positive","True",5,"3"
"1115","061115-02","none",11,"cow","negative","True",4,"3"
"1116","061115-02","none",12,"bus","negative","True",1,"3"
"1117","061115-02","none",13,"fork","negative","True",2,"3"
"1118","061115-02","none",14,"banana","negative","True",2,"3"
"1119","061115-03","target",1,"apple","negative","True",3,"4"
"1120","061115-03","target",2,"cat","negative","True",1,"4"
"1121","061115-03","target",3,"boat","positive","True",5,"4"
"1122","061115-03","target",4,"horse","positive","False",3,"4"
"1123","061115-03","target",5,"fork","negative","True",5,"4"
"1124","061115-03","target",6,"bus","negative","True",3,"4"
"1125","061115-03","target",7,"spoon","negative","True",1,"4"
"1126","061115-03","target",8,"cow","negative","True",3,"4"
"1127","061115-03","target",9,"dog","negative","True",1,"4"
"1128","061115-03","target",10,"plate","negative","False",5,"4"
"1129","061115-03","target",11,"bowl","negative","False",5,"4"
"1130","061115-03","target",12,"cookie","positive","True",5,"4"
"1131","061115-03","target",13,"car","negative","True",3,"4"
"1132","061115-03","target",14,"truck","positive","True",5,"4"
"1133","061115-03","target",15,"banana","positive","True",5,"4"
"1134","061115-03","target",16,"orange","positive","False",1,"4"
"1135","061115-04","target",1,"cookie","negative","True",5,"3"
"1136","061115-04","target",2,"spoon","negative","True",4,"3"
"1137","061115-04","target",3,"bowl","negative","True",4,"3"
"1138","061115-04","target",4,"orange","negative","True",4,"3"
"1139","061115-04","target",5,"cat","negative","True",4,"3"
"1140","061115-04","target",6,"boat","negative","True",4,"3"
"1141","061115-04","target",7,"dog","positive","True",4,"3"
"1142","061115-04","target",8,"apple","positive","True",4,"3"
"1143","061115-04","target",9,"bus","positive","False",4,"3"
"1144","061115-04","target",10,"car","negative","True",4,"3"
"1145","061115-04","target",11,"horse","negative","False",4,"3"
"1146","061115-04","target",12,"plate","negative","False",5,"3"
"1147","061115-04","target",13,"truck","positive","True",4,"3"
"1148","061115-04","target",14,"fork","negative","True",3,"3"
"1149","061115-04","target",15,"banana","positive","True",5,"3"
"1150","061115-04","target",16,"cow","positive","False",4,"3"
"1151","061115-06","none",1,"cat","positive","True",4,"3"
"1152","061115-06","none",2,"fork","negative","True",2,"3"
"1153","061115-06","none",3,"plate","negative","True",4,"3"
"1154","061115-06","none",4,"banana","negative","True",4,"3"
"1155","061115-06","none",5,"car","negative","True",1,"3"
"1156","061115-06","none",6,"truck","negative","True",2,"3"
"1157","061115-06","none",7,"boat","negative","True",4,"3"
"1158","061115-06","none",8,"horse","negative","False",1,"3"
"1159","061115-06","none",9,"spoon","positive","False",4,"3"
"1160","061115-06","none",10,"apple","positive","True",4,"3"
"1161","061115-06","none",11,"cookie","negative","True",4,"3"
"1162","061115-06","none",12,"dog","negative","True",4,"3"
"1163","061115-06","none",13,"orange","negative","False",2,"3"
"1164","061115-06","none",14,"bus","positive","False",4,"3"
"1165","061115-06","none",15,"bowl","positive","True",4,"3"
"1166","061115-06","none",16,"cow","positive","True",5,"3"
